Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
05/30/2017,CHEV,VN,TK,WHI,,IL,701 N. Sacramento,(773) 265-7605,6887265
06/29/2017,TOYT,4D,,WHI,ZX28189,IL,10300 S. Doty,(773) 568-8495,2825537
07/31/2017,NISS,4D,,GRN,AL19049,IL,10300 S. Doty,(773) 568-8495,2827752
06/01/2017,KIA,4T,,SIL,R162702,IL,701 N. Sacramento,(773) 265-7605,6887417
06/01/2017,HOND,4T,,SIL,Z239043,IL,701 N. Sacramento,(773) 265-7605,6887428
06/25/2017,MERC,LL,,BLK,765ZPA,CO,701 N. Sacramento,(773) 265-7605,6889813
06/25/2017,GMC,LL,,MAR,Y804535,IL,701 N. Sacramento,(773) 265-7605,6889810
06/01/2017,DODG,4D,,GRY,Z755574,IL,701 N. Sacramento,(773) 265-7605,6887459
06/28/2017,DODG,4D,,BLU,Q834994,IL,701 N. Sacramento,(773) 265-7605,6890054
06/01/2017,CHEV,LL,,TAN,Q703064,IL,701 N. Sacramento,(773) 265-1846,1717162
06/28/2017,HOND,4D,,MAR,Z537585,IL,701 N. Sacramento,(773) 265-7605,6889794
06/28/2017,NISS,PK,,BLU,87533FF,IL,701 N. Sacramento,(773) 265-7605,6890068
06/29/2017,CADI,4D,,WHI,S484054,IL,701 N. Sacramento,(773) 265-7605,6890188
06/30/2017,ACUR,4T,,BLK,,IL,10300 S. Doty,(773) 568-8495,2825552
06/30/2017,COLE,MC,,RED,,IL,10300 S. Doty,(773) 568-8495,2825550
05/31/2017,HOND,LL,TK,GRN,N679972,IL,701 N. Sacramento,(773) 265-7605,6887365
06/28/2017,LINC,4D,,BLK,ZU47121,IL,701 N. Sacramento,(773) 265-7605,6890038
05/31/2017,NISS,4D,,RED,Z609425,IL,701 N. Sacramento,(773) 265-7605,6887360
07/31/2017,GMC,LL,,BLU,V246945,IL,701 N. Sacramento,(773) 265-7605,6893096
07/31/2017,PONT,4D,,BLU,Q635369,IL,701 N. Sacramento,(773) 265-7605,6893095
05/31/2017,FORD,VN,,GRN,X713021,IL,701 N. Sacramento,(773) 265-7605,6887362
06/29/2017,HYUN,4D,,SIL,V736838,IL,701 N. Sacramento,(773) 265-1846,1536101
06/29/2017,MERC,LL,TK,GRY,,IL,701 N. Sacramento,(773) 265-7605,6890241
05/31/2017,HOND,4D,,GRN,XHF669,IN,701 N. Sacramento,(773) 265-7605,6887388
07/31/2017,CHEV,2D,,DBL,Q931220,IL,701 N. Sacramento,(773) 265-7605,6893099
06/01/2017,CHEV,VN,,WHI,1638928B,IL,701 N. Sacramento,(773) 265-7605,6887398
06/01/2017,ROV,LL,,BLK,Q620489,IL,701 N. Sacramento,(773) 265-7605,6887397
06/01/2017,CHEV,LL,TK,BLK,Z152730,IL,10300 S. Doty,(773) 568-8495,2823604
05/29/2017,KIA,4D,,WHI,Q973943,IL,10300 S. Doty,(773) 568-8495,2823407
05/29/2017,PONT,4D,,SIL,AG42111,IL,10300 S. Doty,(773) 568-8495,2823406
05/31/2017,BMW,LL,,BLK,ZZ90790,IL,701 N. Sacramento,(773) 265-7605,6887371
06/01/2017,CHRY,4D,,SIL,FKT582,IA,10300 S. Doty,(773) 568-8495,2823593
07/31/2017,CHEV,LL,,BLU,,,701 N. Sacramento,(773) 265-1846,1717374
06/01/2017,MITS,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2823594
06/01/2017,NISS,,TK_,GRY,Q578063,IL,10300 S. Doty,(773) 568-8495,2823597
06/01/2017,PONT,4D,,SIL,Q476383,IL,10300 S. Doty,(773) 568-8495,2823592
06/01/2017,HOND,MC,,BLK,,IL,10300 S. Doty,(773) 568-8495,2823591
07/31/2017,HOND,LL,TK,BLK,AK78734,IL,701 N. Sacramento,(773) 265-7605,6893105
07/31/2017,NISS,LL,,GLD,Z162043,IL,701 N. Sacramento,(773) 265-1846,1536233
07/31/2017,KIA,4D,,RED,Z671784,IL,10300 S. Doty,(773) 785-9752,1717375
06/28/2017,MAZD,4D,,BLU,AG27367,IL,701 N. Sacramento,(773) 265-7605,6890095
06/28/2017,GMC,LL,,SIL,107T519,IL,10300 S. Doty,(773) 568-8495,2825487
06/01/2017,HYUN,4D,,SIL,Z216997,IL,701 N. Sacramento,(773) 265-7605,6887406
06/29/2017,NISS,4D,,GLD,AL12808,IL,10300 S. Doty,(773) 568-8495,2825518
06/29/2017,DODG,PK,,WHI,,IL,10300 S. Doty,(773) 568-8495,2825522
05/29/2017,HYUN,4D,,GRY,ZV59008,IL,10300 S. Doty,(773) 568-8495,2823409
06/01/2017,CHRY,LL,TK,BLK,Q348998,IL,701 N. Sacramento,(773) 265-7605,6887457
06/28/2017,CHEV,4D,,MAR,S601609,IL,701 N. Sacramento,(773) 265-1846,1536093
06/29/2017,NISS,4D,,GRY,,IL,701 N. Sacramento,(773) 265-1846,1536096
06/29/2017,CHEV,4D,,BLK,S732244,IL,400 E. Lower Wacker,(312) 744-7550,969061
06/29/2017,GMC,PK,,RED,,IL,10300 S. Doty,(773) 568-8495,2825545
06/29/2017,FORD,PK,,GRY,2010189B,IL,10300 S. Doty,(773) 568-8495,2825546
06/29/2017,BUIC,4D,CEN,BRO,329T356,IL,701 N. Sacramento,(773) 265-7605,6890252
06/30/2017,FORD,4D,,GRY,ZU46943,IL,10300 S. Doty,(773) 568-8495,2825551
06/28/2017,CHEV,VN,TK,WHI,18667XB,IL,701 N. Sacramento,(773) 265-7605,6890146
06/28/2017,CHEV,VN,TK,GLD,583T928,IL,701 N. Sacramento,(773) 265-7605,6890147
06/30/2017,VOLK,4D,,SIL,S993048,IL,10300 S. Doty,(773) 568-8495,2825570
06/30/2017,HOND,4T,,BLU,,IL,10300 S. Doty,(773) 568-8495,2825569
06/30/2017,TOYT,4D,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6890281
06/30/2017,CHEV,2D,,GRY,Q157692,IL,10300 S. Doty,(773) 568-8495,2825586
07/31/2017,BUIC,LL,,GRY,214T891,IL,701 N. Sacramento,(773) 265-1846,1536236
06/28/2017,OLDS,4D,ALO,MAR,E393049,IL,10300 S. Doty,(773) 568-8495,2825494
06/28/2017,PONT,4D,,GRY,Z813107,IL,701 N. Sacramento,(773) 265-7605,6890137
06/28/2017,FORD,LL,TK,BLU,S934916,IL,701 N. Sacramento,(773) 265-7605,6890135
05/31/2017,TOYT,4D,,WHI,178T327,IL,701 N. Sacramento,(773) 265-7605,6887387
05/31/2017,PONT,VN,TK,RED,Z672506,IL,10300 S. Doty,(773) 568-8495,2823573
05/31/2017,CADI,4D,,WHI,AP39547,IL,10300 S. Doty,(773) 568-8495,2823581
06/01/2017,DODG,LL,TK,GRY,E881522,IL,701 N. Sacramento,(773) 265-7605,6887469
06/29/2017,DODG,VN,,GLD,,IL,701 N. Sacramento,(773) 265-7605,6890166
06/01/2017,INFI,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2823609
06/29/2017,BUIC,4D,,WHI,Q280278,IL,701 N. Sacramento,(773) 265-7605,6890243
06/29/2017,FORD,4D,,GRN,ZX37844,IL,10300 S. Doty,(773) 568-8495,2825535
06/29/2017,CHEV,LL,,WHI,Q454653,IL,10300 S. Doty,(773) 568-8495,2825539
06/29/2017,FORD,4D,,WHI,518MHI,IN,701 N. Sacramento,(773) 265-1846,1536104
06/29/2017,GMC,PK,,BLU,1463611B,IL,10300 S. Doty,(773) 568-8495,2825540
06/29/2017,DODG,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2825544
06/30/2017,FORD,4D,,RED,Q936117,IL,701 N. Sacramento,(773) 265-7605,6890274
06/30/2017,MERC,4D,,WHI,Q123365,IL,701 N. Sacramento,(773) 265-7605,6890295
06/30/2017,TOYT,4D,,BLK,ZU11882,IL,701 N. Sacramento,(773) 265-7605,6890355
06/30/2017,DODG,VN,V15,SIL,Q171893,IL,701 N. Sacramento,(773) 265-7605,6890354
06/30/2017,BUIC,4D,,TAN,,,701 N. Sacramento,(773) 265-7605,6890356
07/31/2017,TOYT,LL,,GRN,QTV472,IL,701 N. Sacramento,(773) 265-1846,1536235
05/31/2017,MITS,4D,,WHI,834S469,IL,10300 S. Doty,(773) 568-8495,2823567
05/31/2017,CHRY,VN,TK,GLD,Q181042,IL,10300 S. Doty,(773) 568-8495,2823569
05/31/2017,FORD,PK,,WHI,2125175B,IL,701 N. Sacramento,(773) 265-7605,6887385
05/31/2017,HYUN,4D,,PLE,1679511,IL,10300 S. Doty,(773) 568-8495,2823571
06/01/2017,MERC,4D,,MAR,89980FF,IL,10300 S. Doty,(773) 568-8495,2823610
06/29/2017,FORD,LL,TK,BLK,Z798116,IL,10300 S. Doty,(773) 568-8495,2825530
06/30/2017,JEEP,LL,TK,GRN,,IL,10300 S. Doty,(773) 568-8495,2825579
06/30/2017,BUIC,4D,,GLD,Q939070,IL,701 N. Sacramento,(773) 265-7605,6890345
06/30/2017,TOYT,4D,,MAR,L207334,IL,701 N. Sacramento,(773) 265-7605,6890349
06/30/2017,CHEV,VN,,BLU,,,701 N. Sacramento,(773) 265-7605,6890363
06/30/2017,MERC,2D,,TAN,Q521550,IL,10300 S. Doty,(773) 568-8495,2825596
06/28/2017,FORD,PK,TK,RED,2070725B,IL,701 N. Sacramento,(773) 265-7605,6890151
06/28/2017,DODG,VN,,RED,Y764683,IL,10300 S. Doty,(773) 568-8495,2825500
06/28/2017,DODG,LL,TK,GRY,,IL,10300 S. Doty,(773) 568-8495,2825501
06/28/2017,CHEV,PK,TK,ONG,,IL,701 N. Sacramento,(773) 265-7605,6890152
06/28/2017,JEEP,LL,TK,GRN,1406088,IL,10300 S. Doty,(773) 568-8495,2825498
07/31/2017,FORD,LL,TK,BLK,Z558450,IL,701 N. Sacramento,(773) 265-7605,6893120
07/31/2017,HYUN,4D,,GRY,Q329953,IL,701 N. Sacramento,(773) 265-7605,6893119
07/31/2017,PONT,VN,,GRN,Q475933,IL,10300 S. Doty,(773) 568-8495,2827765
06/29/2017,MAZD,4D,,SIL,R145797,IL,10300 S. Doty,(773) 568-8495,2825529
06/01/2017,BUIC,LL,,BLK,N718431,IL,10300 S. Doty,(773) 568-8495,2823611
07/31/2017,HYUN,LL,,WHI,723837,IL,701 N. Sacramento,(773) 265-1846,1536237
07/31/2017,TOYT,2D,,WHI,V747169,IL,701 N. Sacramento,(773) 265-1846,1536238
07/31/2017,CHRY,VN,,BLK,Y818890,IL,701 N. Sacramento,(773) 265-7605,6893118
07/31/2017,CHEV,PK,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6893115
07/31/2017,DODG,VN,,MAR,,IL,701 N. Sacramento,(773) 265-7605,6893116
06/30/2017,CHEV,4T,,RED,AH39637,IL,701 N. Sacramento,(773) 265-7605,6890256
06/30/2017,CHEV,4D,,BLK,Z673302,IL,701 N. Sacramento,(773) 265-7605,6890255
06/01/2017,SATR,4D,,SIL,N451223,IL,10300 S. Doty,(773) 568-8495,2823612
06/29/2017,CHEV,PK,,RED,1727927B,IL,701 N. Sacramento,(773) 265-1846,1536103
06/01/2017,NISS,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6887482
06/29/2017,FORD,2D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2825548
06/29/2017,ACUR,4D,,SIL,P410708,IL,10300 S. Doty,(773) 568-8495,2825533
06/30/2017,FORD,4D,,RED,ZU80832,IL,701 N. Sacramento,(773) 265-7605,6890278
07/31/2017,CHEV,LL,,BLU,R981282,IL,701 N. Sacramento,(773) 265-7605,6893117
07/31/2017,PONT,4D,,SIL,206T304,IL,701 N. Sacramento,(773) 265-7605,6893129
07/31/2017,MERZ,4D,,BLK,95000FF,IL,701 N. Sacramento,(773) 265-7605,6893130
08/01/2017,DODG,LL,,WHI,1906766-,IL,701 N. Sacramento,(773) 265-7605,6893151
06/02/2017,FORD,4D,,BLK,DN1212,IL,701 N. Sacramento,(773) 265-7605,6887539
06/04/2017,TOYT,4D,,GRY,ZU72595,IL,701 N. Sacramento,(773) 265-7605,6887835
06/04/2017,JEEP,LL,,WHI,L324937,IL,701 N. Sacramento,(773) 265-7605,6887905
06/04/2017,FORD,LL,,GRN,,,10300 S. Doty,(773) 568-8495,2823773
06/04/2017,YAMA,MC,CYL,BLU,,IL,701 N. Sacramento,(773) 265-7605,6887906
06/05/2017,OLDS,4D,,GRN,754S641,IL,10300 S. Doty,(773) 568-8495,2823791
07/31/2017,CHRY,VN,,WHI,Q819450,IL,701 N. Sacramento,(773) 265-7605,6893121
07/31/2017,CHEV,2D,,GRY,ZZ26468,IL,10300 S. Doty,(773) 568-8495,2827785
06/28/2017,CHEV,4D,,RED,,IL,701 N. Sacramento,(773) 265-7605,6890045
06/30/2017,NISS,4D,ALT,GLD,ZX34476,IL,10300 S. Doty,(773) 568-8495,2825583
07/31/2017,NISS,4D,,BLK,AG77098,IL,701 N. Sacramento,(773) 265-7605,6893127
06/30/2017,AUDI,4D,,GRY,Q471617,IL,10300 S. Doty,(773) 785-9752,1717272
06/30/2017,OLDS,4D,,BRO,B943411,IL,10300 S. Doty,(773) 568-8495,2825598
06/01/2017,BUIC,4D,,WHI,Z669678,IL,10300 S. Doty,(773) 568-8495,2823607
07/31/2017,CHEV,4D,,GRY,Z925209,IL,10300 S. Doty,(773) 568-8495,2827786
06/30/2017,CHEV,4D,,SIL,371T566,IL,10300 S. Doty,(773) 568-8495,2825600
08/01/2017,CHEV,4D,,RED,418T509,IL,10300 S. Doty,(773) 568-8495,2827795
08/01/2017,PONT,4D,,SIL,436QS,IN,701 N. Sacramento,(773) 265-7605,6893139
06/30/2017,PONT,4D,,GRY,ZZ20455,IL,10300 S. Doty,(773) 568-8495,2825601
06/30/2017,JEEP,LL,TK,GLD,Z547801,IL,10300 S. Doty,(773) 568-8495,2825602
07/01/2017,HOND,4D,CIV,SIL,J215317,IN,701 N. Sacramento,(773) 265-7605,6890424
07/01/2017,OLDS,VN,,GLD,V745529,IL,701 N. Sacramento,(773) 265-7605,6890425
07/01/2017,BMW,4D,,CRM,Z838483,IL,701 N. Sacramento,(773) 265-7605,6890428
06/28/2017,PONT,VN,,WHI,ZZ88837,IL,701 N. Sacramento,(773) 265-7605,6890164
07/31/2017,KIA,4D,,RED,ZY44208,IL,10300 S. Doty,(773) 568-8495,2827781
07/31/2017,MERZ,LL,,GRN,481T262,IL,10300 S. Doty,(773) 568-8495,2827780
06/29/2017,FORD,PK,,BLK,2088096B,IL,701 N. Sacramento,(773) 265-7605,6890218
07/31/2017,BUIC,4D,,SIL,J114653,IL,10300 S. Doty,(773) 568-8495,2827782
08/01/2017,DODG,VN,TK,BLU,K531086,IL,10300 S. Doty,(773) 568-8495,2827796
06/03/2017,ACUR,4D,,RED,6333299,IL,701 N. Sacramento,(773) 265-7605,6887698
06/03/2017,BUIC,4D,,WHI,Y905571,IL,701 N. Sacramento,(773) 265-7605,6887695
06/28/2017,PONT,4D,,SIL,584T201,IL,701 N. Sacramento,(773) 265-7605,6890157
06/28/2017,TOYT,4D,,WHI,Z279632,IL,701 N. Sacramento,(773) 265-7605,6890154
06/29/2017,HOND,4D,,SIL,AG43097,IL,701 N. Sacramento,(773) 265-7605,6890217
06/03/2017,HYUN,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2823725
06/03/2017,HOND,LL,,GRY,Z252497,IL,701 N. Sacramento,(773) 265-7605,6887791
06/28/2017,CHEV,2D,,BLU,,IL,10300 S. Doty,(773) 568-8495,2825504
06/03/2017,BUIC,4D,,GRN,ZZ88538,IL,701 N. Sacramento,(773) 265-7605,6887792
08/01/2017,KIA,4D,,MAR,198T222,IL,701 N. Sacramento,(773) 265-7605,6893145
08/01/2017,DODG,VN,TK,BLU,7938820,IN,10300 S. Doty,(773) 568-8495,2827794
06/05/2017,TOYT,VN,,MAR,AL16125,IL,10300 S. Doty,(773) 568-8495,2823814
08/01/2017,BUIC,4D,,GLD,,IL,10300 S. Doty,(773) 568-8495,2827797
08/01/2017,BMW,4D,,GRY,AL25546,IL,701 N. Sacramento,(773) 265-7605,6893146
08/01/2017,CHEV,4D,,BLK,ZZ29540,IL,10300 S. Doty,(773) 568-8495,2827815
08/01/2017,CHEV,4D,,GRY,Q706750,IL,10300 S. Doty,(773) 785-9752,1717378
08/01/2017,CHEV,4D,,SIL,V277418,IL,10300 S. Doty,(773) 568-8495,2827816
06/05/2017,,MC,,BLU,,IL,10300 S. Doty,(773) 568-8495,2823836
07/31/2017,DODE,VN,,TAN,VTT419,IN,10300 S. Doty,(773) 785-9752,1717376
08/01/2017,DODG,LL,,WHI,US1881,IN,10300 S. Doty,(773) 568-8495,2827802
08/01/2017,NISS,4D,,GRY,ZV44948,IL,10300 S. Doty,(773) 568-8495,2827793
08/01/2017,CHEV,VN,TK,RED,,IL,701 N. Sacramento,(773) 265-7605,6893141
08/01/2017,FORD,LL,,RED,,IL,701 N. Sacramento,(773) 265-7605,6893142
08/01/2017,TOYT,4D,,BLK,AG62005,IL,10300 S. Doty,(773) 568-8495,2827792
08/01/2017,DODG,2D,,BLU,AJ29708,IL,10300 S. Doty,(773) 568-8495,2827803
08/01/2017,SATR,4D,,GRN,Z717006,IL,10300 S. Doty,(773) 568-8495,2827798
08/01/2017,NISS,4D,,GRY,ZU39960,IL,10300 S. Doty,(773) 568-8495,2827804
08/01/2017,PONT,4D,,GRY,ZX20487,IL,10300 S. Doty,(773) 568-8495,2827807
08/01/2017,NISS,VN,,RED,JKK1224,PA,10300 S. Doty,(773) 568-8495,2827806
08/01/2017,BUIC,4D,,BRO,Q474248,IL,10300 S. Doty,(773) 785-9752,1717377
08/01/2017,INFI,LL,,WHI,S660084,IL,10300 S. Doty,(773) 568-8495,2827808
08/01/2017,DODG,4D,,BLK,Z586522,IL,10300 S. Doty,(773) 568-8495,2827809
07/30/2017,BMW,4D,,BLK,353LPH,IN,701 N. Sacramento,(773) 265-7605,6892998
08/01/2017,GMC,LL,,BLK,5395948,IL,701 N. Sacramento,(773) 265-7605,6893132
06/29/2017,TOYT,4D,,BLU,P860610,IL,701 N. Sacramento,(773) 265-7605,6860228
08/01/2017,DODG,4D,,BLK,AL58929,IL,701 N. Sacramento,(773) 265-7605,6893131
06/02/2017,NISS,LL,,BLU,9665117,IL,701 N. Sacramento,(773) 265-7605,6887559
06/02/2017,CHEV,LL,,GRN,Q155747,IL,701 N. Sacramento,(773) 265-7605,6887560
06/02/2017,CADI,4D,,BLU,E847417,IL,701 N. Sacramento,(773) 265-7605,6887561
05/28/2017,LINC,LL,,BLK,ZX23239,IL,10300 S. Doty,(773) 568-8495,2823395
06/30/2017,CHEV,4T,,WHI,,IL,10300 S. Doty,(773) 568-8495,2825563
06/30/2017,DODG,VN,,BLU,Q129760,IL,10300 S. Doty,(773) 568-8495,2825561
06/30/2017,KIA,4D,,WHI,Q463994,IL,10300 S. Doty,(773) 568-8495,2825562
06/30/2017,HOND,VN,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6890260
06/30/2017,TOYT,4D,,WHI,Q816997,IL,701 N. Sacramento,(773) 265-7605,6890270
06/30/2017,BUIC,2T,,RED,203621AV,IL,701 N. Sacramento,(773) 265-7605,6890264
06/30/2017,CHEV,LL,,BLU,1963085B,IL,10300 S. Doty,(773) 568-8495,2825564
06/29/2017,HOND,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495,2825538
08/01/2017,HYUN,4D,,BLK,ZU19829,IL,701 N. Sacramento,(773) 265-7605,6893135
08/01/2017,VOLV,4D,,GRY,369S745,IL,701 N. Sacramento,(773) 265-7605,6893134
06/01/2017,KIA,LL,,BLK,WWS451,IN,10300 S. Doty,(773) 568-8495,2823615
08/01/2017,PONT,LL,,SIL,021826N,CO,10300 S. Doty,(773) 568-8495,2827813
06/04/2017,MITS,4D,,RED,S239358,IL,701 N. Sacramento,(773) 265-7605,6887895
08/01/2017,INFI,4D,,SIL,,IL,701 N. Sacramento,(773) 265-1846,1536241
08/01/2017,TOYT,4D,,MAR,ZZ84512,IL,10300 S. Doty,(773) 568-8495,2827818
08/01/2017,DODG,4D,,SIL,Q831809,IL,10300 S. Doty,(773) 568-8495,2827820
08/01/2017,CHEV,VN,,WHI,,IL,10300 S. Doty,(773) 568-8495,2827819
07/25/2017,CHEV,LL,,WHI,AH33649,IL,10300 S. Doty,(773) 785-9752,1717349
08/01/2017,DODG,4D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6893155
08/01/2017,CHEV,4D,,GRY,EM125,IN,10300 S. Doty,(773) 785-9752,1717380
08/01/2017,HOND,4D,,BLK,Z719120,IL,10300 S. Doty,(773) 785-9752,1717379
08/01/2017,FORD,4D,,BLU,V672668,IL,10300 S. Doty,(773) 568-8495,2827822
07/20/2017,FORD,4D,,GRY,Q480436,IL,10300 S. Doty,(773) 785-9752,1717332
08/01/2017,HOND,2D,,GRY,Q776548,IL,10300 S. Doty,(773) 568-8495,2827869
06/07/2017,,,,RED,,IL,10300 S. Doty,(773) 568-8495,2823916
06/07/2017,CHEV,LL,TK,GRY,,IL,10300 S. Doty,(773) 568-8495,2823917
07/26/2017,MAZD,4D,,GLD,Q457718,IL,10300 S. Doty,(773) 785-9752,1717353
08/01/2017,SATR,4D,,SIL,AG55634,IL,10300 S. Doty,(773) 568-8495,2827810
06/01/2017,CHEV,4D,,BLU,S765581,IL,701 N. Sacramento,(773) 265-7605,6887501
08/02/2017,INFI,LL,,BRZ,Q344647,IL,10300 S. Doty,(773) 568-8495,2827887
06/30/2017,PONT,2D,,SIL,ZX32823,IL,10300 S. Doty,(773) 568-8495,2825558
06/01/2017,GMC,LL,,BLK,S919708,IL,701 N. Sacramento,(773) 265-7605,6887498
06/30/2017,CHRY,4D,,SIL,AK42158,IL,10300 S. Doty,(773) 568-8495,2825555
06/30/2017,NISS,4D,,SIL,Q139556,IL,10300 S. Doty,(773) 568-8495,2825557
06/30/2017,OLDS,4T,,WHI,R700975,IL,10300 S. Doty,(773) 568-8495,2825554
06/01/2017,SUBA,4D,TK,WHI,,,10300 S. Doty,(773) 568-8495,2823614
06/29/2017,SATR,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2825532
06/30/2017,BUIC,2H,,BLK,2470860,IL,10300 S. Doty,(773) 568-8495,2825565
06/30/2017,NISS,4D,,BLU,S227233,IL,701 N. Sacramento,(773) 265-7605,6890257
06/02/2017,KIA,4D,,TRQ,WLFPK,IL,701 N. Sacramento,(773) 265-7605,6887590
06/30/2017,OLDS,4D,INT,TAN,W542AA,MO,701 N. Sacramento,(773) 265-7605,6890283
06/30/2017,OLDS,4D,,BRO,AM18293,IL,701 N. Sacramento,(773) 265-7605,6890258
07/12/2017,CHEV,PK,,GRN,,IL,10300 S. Doty,(773) 785-9752,1717305
08/01/2017,FORD,LL,TK,YEL,3201TX,IL,701 N. Sacramento,(773) 265-7605,6893157
07/26/2017,FORD,LL,,GRN,ZX33444,IL,10300 S. Doty,(773) 785-9752,1717354
08/01/2017,CHEV,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2827823
06/02/2017,PONT,4D,,BGE,ZU50586,IL,10300 S. Doty,(773) 568-8495,2823635
06/30/2017,CHRY,LL,,GRY,196KJG,FL,10300 S. Doty,(773) 568-8495,2825571
06/02/2017,FORD,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2823633
06/02/2017,FORD,4D,,GRN,ZV79587,IL,701 N. Sacramento,(773) 265-7605,6887535
06/02/2017,YAMA,MC,,BLK,EB4582,IL,701 N. Sacramento,(773) 265-7605,6887534
06/02/2017,OLDS,4D,,GRY,Q926399,IL,10300 S. Doty,(773) 568-8495,2823631
07/13/2017,SATR,4D,,MAR,,IL,10300 S. Doty,(773) 785-9752,1717309
07/13/2017,BUIC,4D,,TAN,,IL,10300 S. Doty,(773) 785-9752,1717308
07/12/2017,NISS,4D,,WHI,9706237,IL,10300 S. Doty,(773) 785-9752,1717306
07/31/2017,CHRY,VN,TK,GLD,Y721973,IL,10300 S. Doty,(773) 568-8495,2827761
06/30/2017,BMW,LL,,GLD,4437253,IL,701 N. Sacramento,(773) 265-7605,6890297
06/30/2017,DODG,VN,TK,SIL,4033913,IL,701 N. Sacramento,(773) 265-7605,6890344
08/01/2017,BUIC,4D,,BLU,,IL,10300 S. Doty,(773) 785-9752,1717381
06/30/2017,DODG,2D,,RED,E861927,IL,701 N. Sacramento,(773) 265-7605,6890352
06/30/2017,DODG,VN,,MAR,Q611874,IL,701 N. Sacramento,(773) 265-7605,6890351
06/30/2017,CHRY,4D,,SIL,8751188,IL,701 N. Sacramento,(773) 265-7605,6890350
07/31/2017,DODG,4D,,TAN,Q885545,IL,10300 S. Doty,(773) 568-8495,2827758
07/31/2017,BUIC,4D,,BGE,E765171,IL,10300 S. Doty,(773) 568-8495,2827776
08/01/2017,CHEV,2D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2827777
08/01/2017,GMC,LL,TK,WHI,,IL,701 N. Sacramento,(773) 265-7605,6893171
08/02/2017,KIA,4D,,BLK,Z890642,IL,701 N. Sacramento,(773) 265-7605,6893201
08/01/2017,CHEV,PK,,BLK,91873SB,IL,10300 S. Doty,(773) 568-8495,2827826
06/27/2017,SHL,BT,,,8173GZ-T,IL,10300 S. Doty,(773) 785-9752,1717257
08/01/2017,CHRY,4D,,SIL,S749955,IL,701 N. Sacramento,(773) 265-7605,6893161
08/01/2017,NISS,PK,,WHI,23003E1,CA,701 N. Sacramento,(773) 265-1846,1536247
06/01/2017,NISS,4D,,GLD,ZX33773,IL,701 N. Sacramento,(773) 265-7605,6887508
06/30/2017,FORD,LL,TK,GRY,E24497,IL,10300 S. Doty,(773) 568-8495,2825582
08/01/2017,CHEV,4D,,SIL,E675372,IL,10300 S. Doty,(773) 568-8495,2827827
06/30/2017,MERZ,,,SIL,891TBD,IN,10300 S. Doty,(773) 568-8495,2825581
06/30/2017,HYUN,LL,,RED,Y739106,IL,10300 S. Doty,(773) 785-9752,1717271
06/01/2017,FORD,LL,TK,GRY,R447432,IL,701 N. Sacramento,(773) 265-7605,6887511
06/01/2017,NISS,4D,,GRY,E631669,IL,701 N. Sacramento,(773) 265-7605,6887531
06/02/2017,TOYT,4D,,BLK,2726076,IL,10300 S. Doty,(773) 568-8495,2823653
07/31/2017,CHEV,LL,TK,BLK,TANISHA,IL,10300 S. Doty,(773) 568-8495,2827762
07/30/2017,NISS,4D,,BLK,,,10300 S. Doty,(773) 568-8495,2827709
08/01/2017,BMW,4D,,BLK,Q833924,IL,701 N. Sacramento,(773) 265-7605,6893169
07/31/2017,CHEV,4D,,SIL,Q203907,IL,10300 S. Doty,(773) 568-8495,2827772
07/31/2017,FORD,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2827770
08/01/2017,CHEV,4D,,BLU,AG48456,IL,10300 S. Doty,(773) 568-8495,2827846
08/01/2017,NISS,4D,,WHI,ZZ35860,IL,701 N. Sacramento,(773) 265-7605,6893170
08/01/2017,CHRY,VN,,TAN,Z520676,IL,701 N. Sacramento,(773) 265-7605,6893168
08/01/2017,BUIC,LL,,WHI,C354172,OH,10300 S. Doty,(773) 568-8495,2827775
07/31/2017,NISS,2D,,GRY,KFZ6586,PA,10300 S. Doty,(773) 568-8495,2827773
08/01/2017,HOND,VN,TK,TAN,207T766,IL,701 N. Sacramento,(773) 265-7605,6893172
08/01/2017,HOND,4D,,SIL,AJ13003,IL,701 N. Sacramento,(773) 265-7605,6893174
08/02/2017,CHEV,4D,,GRY,ZV57998,IL,10300 S. Doty,(773) 568-8495,2827893
06/30/2017,NISS,LL,,WHI,Z402388,IL,701 N. Sacramento,(773) 265-7605,6890290
06/01/2017,MERZ,4D,TK,SIL,ZX30598,IL,701 N. Sacramento,(773) 265-7605,6887517
